Time[s], BSYNC, VIDEO, INTENS
0.42976809, 1, 1, 1
0.42976846, 1, 0, 1
0.42976859, 1, 1, 1
0.42976894, 1, 0, 1
0.42976910, 1, 1, 1
0.42977029, 1, 0, 1
0.42977040, 1, 1, 1
0.42977146, 1, 0, 1
0.42977200, 1, 1, 1
0.42977385, 1, 0, 1
0.42977424, 1, 1, 1
0.42977454, 1, 0, 1
0.42977460, 1, 1, 1
0.42977589, 1, 0, 1
0.42977604, 1, 1, 1
0.42977641, 1, 0, 1
0.42977663, 1, 1, 1
0.42977768, 1, 0, 1
0.42977844, 1, 1, 1
0.42977892, 1, 0, 1
0.42977923, 1, 1, 1
0.42978108, 1, 0, 1
0.42978133, 1, 1, 1
0.42978283, 1, 0, 1
0.42978314, 1, 1, 1
0.42978399, 1, 0, 1
0.42980750, 0, 0, 1
0.42981235, 1, 0, 1
0.42984146, 1, 1, 1
0.42984202, 1, 0, 1
0.42986998, 0, 0, 1
0.42987487, 1, 0, 1
0.42993249, 0, 0, 1
0.42993737, 1, 0, 1
0.42999500, 0, 0, 1
0.42999989, 1, 0, 1
0.43000751, 1, 1, 1
0.43000811, 1, 0, 1
0.43000830, 1, 1, 1
0.43000863, 1, 0, 1
0.43000924, 1, 1, 1
0.43000963, 1, 0, 1
0.43001054, 1, 1, 1
0.43001087, 1, 0, 1
0.43001112, 1, 1, 1
0.43001150, 1, 0, 1
0.43001387, 1, 1, 1
0.43001509, 1, 0, 1
0.43001525, 1, 1, 1
0.43001690, 1, 0, 1
0.43001735, 1, 1, 1
0.43001852, 1, 0, 1
0.43001908, 1, 1, 1
0.43001966, 1, 0, 1
0.43001973, 1, 1, 1
0.43002072, 1, 0, 1
0.43002140, 1, 1, 1
0.43002258, 1, 0, 1
0.43002277, 1, 1, 1
0.43002309, 1, 0, 1
0.43002321, 1, 1, 1
0.43002438, 1, 0, 1
0.43002487, 1, 1, 1
0.43002604, 1, 0, 1
0.43002661, 1, 1, 1
0.43002717, 1, 0, 1
0.43002725, 1, 1, 1
0.43002825, 1, 0, 1
0.43005751, 0, 0, 1
0.43006240, 1, 0, 1
0.43007002, 1, 1, 1
0.43007077, 1, 0, 1
0.43007176, 1, 1, 1
0.43007202, 1, 0, 1
0.43007306, 1, 1, 1
0.43007330, 1, 0, 1
0.43007364, 1, 1, 1
0.43007398, 1, 0, 1
0.43007639, 1, 1, 1
0.43007672, 1, 0, 1
0.43007704, 1, 1, 1
0.43007756, 1, 0, 1
0.43007769, 1, 1, 1
0.43007804, 1, 0, 1
0.43007812, 1, 1, 1
0.43007941, 1, 0, 1
0.43007986, 1, 1, 1
0.43008112, 1, 0, 1
0.43008160, 1, 1, 1
0.43008330, 1, 0, 1
0.43008391, 1, 1, 1
0.43008427, 1, 0, 1
0.43008456, 1, 1, 1
0.43008508, 1, 0, 1
0.43008521, 1, 1, 1
0.43008559, 1, 0, 1
0.43008564, 1, 1, 1
0.43008697, 1, 0, 1
0.43008738, 1, 1, 1
0.43008863, 1, 0, 1
0.43008912, 1, 1, 1
0.43009078, 1, 0, 1
0.43012000, 0, 0, 1
0.43012491, 1, 0, 1
0.43013253, 1, 1, 1
0.43013277, 1, 0, 1
0.43013289, 1, 1, 1
0.43013323, 1, 0, 1
0.43013427, 1, 1, 1
0.43013458, 1, 0, 1
0.43013557, 1, 1, 1
0.43013591, 1, 0, 1
0.43013615, 1, 1, 1
0.43013660, 1, 0, 1
0.43013890, 1, 1, 1
0.43013917, 1, 0, 1
0.43013955, 1, 1, 1
0.43014005, 1, 0, 1
0.43014013, 1, 1, 1
0.43014042, 1, 0, 1
0.43014064, 1, 1, 1
0.43014201, 1, 0, 1
0.43014237, 1, 1, 1
0.43014364, 1, 0, 1
0.43014411, 1, 1, 1
0.43014499, 1, 0, 1
0.43014548, 1, 1, 1
0.43014581, 1, 0, 1
0.43014621, 1, 1, 1
0.43014681, 1, 0, 1
0.43014708, 1, 1, 1
0.43014801, 1, 0, 1
0.43014816, 1, 1, 1
0.43014958, 1, 0, 1
0.43014990, 1, 1, 1
0.43015123, 1, 0, 1
0.43015163, 1, 1, 1
0.43015259, 1, 0, 1
0.43015301, 1, 1, 1
0.43015337, 1, 0, 1
0.43018254, 0, 0, 1
0.43018742, 1, 0, 1
0.43019505, 1, 1, 1
0.43019623, 1, 0, 1
0.43019627, 1, 1, 1
0.43019739, 1, 0, 1
0.43019742, 1, 1, 1
0.43020039, 1, 0, 1
0.43020141, 1, 1, 1
0.43020193, 1, 0, 1
0.43020264, 1, 1, 1
0.43020302, 1, 0, 1
0.43020322, 1, 1, 1
0.43020452, 1, 0, 1
0.43020489, 1, 1, 1
0.43020617, 1, 0, 1
0.43020662, 1, 1, 1
0.43020753, 1, 0, 1
0.43020800, 1, 1, 1
0.43020834, 1, 0, 1
0.43020865, 1, 1, 1
0.43020956, 1, 0, 1
0.43021017, 1, 1, 1
0.43021048, 1, 0, 1
0.43021075, 1, 1, 1
0.43021200, 1, 0, 1
0.43021241, 1, 1, 1
0.43021370, 1, 0, 1
0.43021415, 1, 1, 1
0.43021445, 1, 0, 1
0.43021451, 1, 1, 1
0.43021520, 1, 0, 1
0.43021552, 1, 1, 1
0.43021592, 1, 0, 1
0.43024506, 0, 0, 1
0.43024994, 1, 0, 1
0.43025640, 1, 1, 1
0.43025703, 1, 0, 1
0.43025756, 1, 1, 1
0.43025828, 1, 0, 1
0.43025835, 1, 1, 1
0.43025910, 1, 0, 1
0.43025929, 1, 1, 1
0.43026094, 1, 0, 1
0.43026118, 1, 1, 1
0.43026293, 1, 0, 1
0.43026422, 1, 1, 1
