Time[s], BSYNC, SPI, COPY
0.48205030, 1, 0, 0
0.48205079, 1, 1, 0
0.48205080, 1, 0, 0
0.48205129, 1, 1, 0
0.48205130, 1, 0, 0
0.48205229, 1, 1, 0
0.48205230, 1, 0, 0
0.48205248, 1, 1, 0
0.48205249, 1, 0, 0
0.48205273, 1, 1, 0
0.48205274, 1, 0, 0
0.48205329, 1, 1, 0
0.48205330, 1, 0, 0
0.48205379, 1, 1, 0
0.48205380, 1, 0, 0
0.48205393, 1, 1, 0
0.48205399, 1, 0, 0
0.48205423, 1, 1, 0
0.48205430, 1, 0, 0
0.48208143, 1, 1, 0
0.48208144, 1, 0, 0
0.48208928, 0, 0, 0
0.48209035, 1, 0, 0
0.48209544, 1, 1, 0
0.48209545, 1, 0, 0
0.48209594, 1, 1, 0
0.48209595, 1, 0, 0
0.48209619, 1, 1, 0
0.48209620, 1, 0, 0
0.48209644, 1, 1, 0
0.48209645, 1, 0, 0
0.48210007, 1, 1, 0
0.48210008, 1, 0, 0
0.48210032, 1, 1, 0
0.48210033, 1, 0, 0
0.48213531, 0, 0, 0
0.48213632, 1, 0, 0
0.48218133, 0, 0, 0
0.48218238, 1, 0, 0
0.48218700, 1, 1, 0
0.48218731, 1, 0, 0
0.48218749, 1, 1, 0
0.48218750, 1, 0, 0
0.48218799, 1, 1, 0
0.48218800, 1, 0, 0
0.48218849, 1, 1, 0
0.48218850, 1, 0, 0
0.48218900, 1, 1, 0
0.48218937, 1, 0, 0
0.48218949, 1, 1, 0
0.48218981, 1, 0, 0
0.48218999, 1, 1, 0
0.48219000, 1, 0, 0
0.48219056, 1, 1, 0
0.48219062, 1, 0, 0
0.48219106, 1, 1, 0
0.48219131, 1, 0, 0
0.48221920, 1, 1, 0
0.48221933, 1, 0, 0
0.48222736, 0, 0, 0
0.48222837, 1, 0, 0
0.48223389, 1, 1, 0
0.48223390, 1, 0, 0
0.48223439, 1, 1, 0
0.48223440, 1, 0, 0
0.48223539, 1, 1, 0
0.48223540, 1, 0, 0
0.48223658, 1, 1, 0
0.48223659, 1, 0, 0
0.48223739, 1, 1, 0
0.48223740, 1, 0, 0
0.48223789, 1, 1, 0
0.48223790, 1, 0, 0
0.48223839, 1, 1, 0
0.48223840, 1, 0, 0
0.48226553, 1, 1, 0
0.48226554, 1, 0, 0
0.48227338, 0, 0, 0
0.48227445, 1, 0, 0
0.48228004, 1, 1, 0
0.48228005, 1, 0, 0
0.48228054, 1, 1, 0
0.48228055, 1, 0, 0
0.48228154, 1, 1, 0
0.48228155, 1, 0, 0
0.48231941, 0, 0, 0
0.48232042, 1, 0, 0
0.48233334, 1, 1, 0
0.48233339, 1, 0, 0
0.48235758, 1, 1, 0
0.48235759, 1, 0, 0
0.48236543, 0, 0, 0
0.48236648, 1, 0, 0
0.48237166, 1, 1, 0
0.48237191, 1, 0, 0
0.48237266, 1, 1, 0
0.48237291, 1, 0, 0
0.48237309, 1, 1, 0
0.48237310, 1, 0, 0
0.48237359, 1, 1, 0
0.48237397, 1, 0, 0
0.48237416, 1, 1, 0
0.48237441, 1, 0, 0
0.48237516, 1, 1, 0
0.48237541, 1, 0, 0
0.48237566, 1, 1, 0
0.48237591, 1, 0, 0
0.48237935, 1, 1, 0
0.48237941, 1, 0, 0
0.48240318, 1, 1, 0
0.48240343, 1, 0, 0
0.48240367, 1, 1, 0
0.48240393, 1, 0, 0
0.48241145, 0, 0, 0
0.48241250, 1, 0, 0
0.48245748, 0, 0, 0
0.48245855, 1, 0, 0
0.48250350, 0, 0, 0
0.48250455, 1, 0, 0
0.48254953, 0, 0, 0
0.48255054, 1, 0, 0
0.48259555, 0, 0, 0
0.48259660, 1, 0, 0
0.48264158, 0, 0, 0
0.48264266, 1, 0, 0
0.48268760, 0, 0, 0
0.48268865, 1, 0, 0
0.48273363, 0, 0, 0
0.48273464, 1, 0, 0
0.48273930, 1, 1, 0
0.48273961, 1, 0, 0
0.48274130, 1, 1, 0
0.48274167, 1, 0, 0
0.48274179, 1, 1, 0
0.48274217, 1, 0, 0
0.48274235, 1, 1, 0
0.48274261, 1, 0, 0
0.48274279, 1, 1, 0
0.48274317, 1, 0, 0
0.48275330, 1, 1, 0
0.48275368, 1, 0, 0
0.48275386, 1, 1, 0
0.48275411, 1, 0, 0
0.48275429, 1, 1, 0
0.48275468, 1, 0, 0
0.48275498, 1, 1, 0
0.48275499, 1, 0, 0
0.48275680, 1, 1, 0
0.48275718, 1, 0, 0
0.48275729, 1, 1, 0
0.48275730, 1, 0, 0
0.48275786, 1, 1, 0
0.48275811, 1, 0, 0
0.48275830, 1, 1, 0
0.48275861, 1, 0, 0
0.48276087, 1, 1, 0
0.48276118, 1, 0, 0
0.48276193, 1, 1, 0
0.48276212, 1, 0, 0
0.48277965, 0, 0, 0
0.48278066, 1, 0, 0
0.48278605, 1, 1, 0
0.48278607, 1, 0, 0
0.48278631, 1, 1, 0
0.48278632, 1, 0, 0
0.48278633, 1, 1, 0
0.48278638, 1, 0, 0
0.48278664, 1, 1, 0
0.48278669, 1, 0, 0
0.48278781, 1, 1, 0
0.48278782, 1, 0, 0
0.48278831, 1, 1, 0
0.48278832, 1, 0, 0
0.48278900, 1, 1, 0
0.48278901, 1, 0, 0
0.48279950, 1, 1, 0
0.48279951, 1, 0, 0
0.48280050, 1, 1, 0
0.48280051, 1, 0, 0
0.48280106, 1, 1, 0
0.48280107, 1, 0, 0
0.48280131, 1, 1, 0
0.48280132, 1, 0, 0
0.48280234, 1, 1, 0
0.48280239, 1, 0, 0
0.48280264, 1, 1, 0
0.48280270, 1, 0, 0
0.48280281, 1, 1, 0
0.48280282, 1, 0, 0
0.48280331, 1, 1, 0
0.48280332, 1, 0, 0
0.48280334, 1, 1, 0
0.48280339, 1, 0, 0
0.48280364, 1, 1, 0
0.48280370, 1, 0, 0
0.48280381, 1, 1, 0
0.48280382, 1, 0, 0
0.48280431, 1, 1, 0
0.48280432, 1, 0, 0
0.48280751, 1, 1, 0
0.48280752, 1, 0, 0
0.48280754, 1, 1, 0
0.48280758, 1, 0, 0
0.48282568, 0, 0, 0
0.48282676, 1, 0, 0
0.48283258, 1, 1, 0
0.48283259, 1, 0, 0
0.48283271, 1, 1, 0
0.48283272, 1, 0, 0
0.48284884, 1, 1, 0
0.48284885, 1, 0, 0
0.48284984, 1, 1, 0
0.48284985, 1, 0, 0
0.48287170, 0, 0, 0
0.48287271, 1, 0, 0
0.48289788, 1, 1, 0
0.48289825, 1, 0, 0
0.48289895, 1, 1, 0
0.48289919, 1, 0, 0
0.48291772, 0, 0, 0
0.48291877, 1, 0, 0
0.48292339, 1, 1, 0
0.48292370, 1, 0, 0
0.48292489, 1, 1, 0
0.48292527, 1, 0, 0
0.48292557, 1, 1, 0
0.48292558, 1, 0, 0
0.48292589, 1, 1, 0
0.48292620, 1, 0, 0
0.48292645, 1, 1, 0
0.48292671, 1, 0, 0
0.48293939, 1, 1, 0
0.48293940, 1, 0, 0
0.48294090, 1, 1, 0
0.48294121, 1, 0, 0
0.48294139, 1, 1, 0
0.48294140, 1, 0, 0
0.48294240, 1, 1, 0
0.48294271, 1, 0, 0
0.48294646, 1, 1, 0
0.48294653, 1, 0, 0
0.48296375, 0, 0, 0
0.48296476, 1, 0, 0
0.48296991, 1, 1, 0
0.48296992, 1, 0, 0
0.48296994, 1, 1, 0
0.48297029, 1, 0, 0
0.48297040, 1, 1, 0
0.48297041, 1, 0, 0
0.48298360, 1, 1, 0
0.48298361, 1, 0, 0
0.48298391, 1, 1, 0
0.48298392, 1, 0, 0
0.48298460, 1, 1, 0
0.48298461, 1, 0, 0
0.48298491, 1, 1, 0
0.48298492, 1, 0, 0
0.48298494, 1, 1, 0
0.48298530, 1, 0, 0
0.48298541, 1, 1, 0
0.48298542, 1, 0, 0
0.48298641, 1, 1, 0
0.48298642, 1, 0, 0
0.48298691, 1, 1, 0
0.48298692, 1, 0, 0
0.48298741, 1, 1, 0
0.48298742, 1, 0, 0
0.48298791, 1, 1, 0
0.48298792, 1, 0, 0
0.48298841, 1, 1, 0
0.48298842, 1, 0, 0
0.48298860, 1, 1, 0
0.48298861, 1, 0, 0
0.48298994, 1, 1, 0
0.48299030, 1, 0, 0
0.48299260, 1, 1, 0
0.48299261, 1, 0, 0
0.48300977, 0, 0, 0
0.48301082, 1, 0, 0
0.48303144, 1, 1, 0
0.48303145, 1, 0, 0
0.48303394, 1, 1, 0
0.48303395, 1, 0, 0
0.48303444, 1, 1, 0
0.48303445, 1, 0, 0
0.48305580, 0, 0, 0
0.48305681, 1, 0, 0
0.48310182, 0, 0, 0
0.48310287, 1, 0, 0
0.48310798, 1, 1, 0
0.48310799, 1, 0, 0
0.48310848, 1, 1, 0
0.48310849, 1, 0, 0
0.48310999, 1, 1, 0
0.48311036, 1, 0, 0
0.48311055, 1, 1, 0
0.48311080, 1, 0, 0
0.48311117, 1, 1, 0
0.48311118, 1, 0, 0
0.48312206, 1, 1, 0
0.48312231, 1, 0, 0
0.48312349, 1, 1, 0
0.48312387, 1, 0, 0
0.48312499, 1, 1, 0
0.48312537, 1, 0, 0
0.48312549, 1, 1, 0
0.48312550, 1, 0, 0
0.48312606, 1, 1, 0
0.48312631, 1, 0, 0
0.48312649, 1, 1, 0
0.48312650, 1, 0, 0
0.48312913, 1, 1, 0
0.48312931, 1, 0, 0
0.48312969, 1, 1, 0
0.48312981, 1, 0, 0
0.48313006, 1, 1, 0
0.48313038, 1, 0, 0
0.48314785, 0, 0, 0
0.48314886, 1, 0, 0
0.48319387, 0, 0, 0
0.48319493, 1, 0, 0
0.48323990, 0, 0, 0
0.48324091, 1, 0, 0
0.48328592, 0, 0, 0
0.48328697, 1, 0, 0
0.48333195, 0, 0, 0
0.48333296, 1, 0, 0
0.48337797, 0, 0, 0
0.48337903, 1, 0, 0
0.48342399, 0, 0, 0
0.48342504, 1, 0, 0
0.48347002, 0, 0, 0
0.48347103, 1, 0, 0
0.48347675, 1, 1, 0
0.48347700, 1, 0, 0
0.48347718, 1, 1, 0
0.48347750, 1, 0, 0
0.48347774, 1, 1, 0
0.48347800, 1, 0, 0
0.48348032, 1, 1, 0
0.48348050, 1, 0, 0
0.48348075, 1, 1, 0
0.48348106, 1, 0, 0
0.48350777, 1, 1, 0
0.48350801, 1, 0, 0
0.48350826, 1, 1, 0
0.48350851, 1, 0, 0
0.48351604, 0, 0, 0
0.48351709, 1, 0, 0
0.48352307, 1, 1, 0
0.48352308, 1, 0, 0
0.48352357, 1, 1, 0
0.48352358, 1, 0, 0
0.48352407, 1, 1, 0
0.48352408, 1, 0, 0
0.48355372, 1, 1, 0
0.48355373, 1, 0, 0
0.48355422, 1, 1, 0
0.48355423, 1, 0, 0
0.48356207, 0, 0, 0
0.48356313, 1, 0, 0
0.48360809, 0, 0, 0
0.48360914, 1, 0, 0
0.48361525, 1, 1, 0
0.48361526, 1, 0, 0
0.48361575, 1, 1, 0
0.48361576, 1, 0, 0
0.48361726, 1, 1, 0
0.48361764, 1, 0, 0
0.48361882, 1, 1, 0
0.48361907, 1, 0, 0
0.48361938, 1, 1, 0
0.48361957, 1, 0, 0
0.48361994, 1, 1, 0
0.48361995, 1, 0, 0
0.48365412, 0, 0, 0
0.48365513, 1, 0, 0
0.48366128, 1, 1, 0
0.48366160, 1, 0, 0
0.48366184, 1, 1, 0
0.48366210, 1, 0, 0
0.48366585, 1, 1, 0
0.48366591, 1, 0, 0
0.48369199, 1, 1, 0
0.48369211, 1, 0, 0
0.48370014, 0, 0, 0
0.48370119, 1, 0, 0
0.48370717, 1, 1, 0
0.48370718, 1, 0, 0
0.48370817, 1, 1, 0
0.48370818, 1, 0, 0
0.48370892, 1, 1, 0
0.48370893, 1, 0, 0
0.48370931, 1, 1, 0
0.48370969, 1, 0, 0
0.48371167, 1, 1, 0
0.48371168, 1, 0, 0
0.48374616, 0, 0, 0
0.48374723, 1, 0, 0
0.48375789, 1, 1, 0
0.48375790, 1, 0, 0
0.48379219, 0, 0, 0
0.48379324, 1, 0, 0
0.48379935, 1, 1, 0
0.48379936, 1, 0, 0
0.48380611, 1, 1, 0
0.48380617, 1, 0, 0
0.48380711, 1, 1, 0
0.48380717, 1, 0, 0
0.48383821, 0, 0, 0
0.48383926, 1, 0, 0
0.48384495, 1, 1, 0
0.48384519, 1, 0, 0
0.48384595, 1, 1, 0
0.48384619, 1, 0, 0
0.48384845, 1, 1, 0
0.48384876, 1, 0, 0
0.48384901, 1, 1, 0
0.48384920, 1, 0, 0
0.48384951, 1, 1, 0
0.48384970, 1, 0, 0
0.48385214, 1, 1, 0
0.48385220, 1, 0, 0
0.48385314, 1, 1, 0
0.48385320, 1, 0, 0
0.48387596, 1, 1, 0
0.48387621, 1, 0, 0
0.48387646, 1, 1, 0
0.48387671, 1, 0, 0
0.48388424, 0, 0, 0
0.48388525, 1, 0, 0
0.48393026, 0, 0, 0
0.48393134, 1, 0, 0
0.48397629, 0, 0, 0
0.48397730, 1, 0, 0
0.48402231, 0, 0, 0
0.48402336, 1, 0, 0
0.48406834, 0, 0, 0
0.48406935, 1, 0, 0
0.48411436, 0, 0, 0
0.48411544, 1, 0, 0
0.48416039, 0, 0, 0
0.48416140, 1, 0, 0
0.48420641, 0, 0, 0
0.48420746, 1, 0, 0
0.48421315, 1, 1, 0
0.48421339, 1, 0, 0
0.48421358, 1, 1, 0
0.48421389, 1, 0, 0
0.48421414, 1, 1, 0
0.48421439, 1, 0, 0
0.48421665, 1, 1, 0
0.48421695, 1, 0, 0
0.48421771, 1, 1, 0
0.48421789, 1, 0, 0
0.48424416, 1, 1, 0
0.48424441, 1, 0, 0
0.48424466, 1, 1, 0
0.48424491, 1, 0, 0
0.48425243, 0, 0, 0
0.48425345, 1, 0, 0
0.48425959, 1, 1, 0
0.48425960, 1, 0, 0
0.48426009, 1, 1, 0
0.48426010, 1, 0, 0
0.48426328, 1, 1, 0
0.48426330, 1, 0, 0
0.48426332, 1, 1, 0
0.48426335, 1, 0, 0
0.48429048, 1, 1, 0
0.48429049, 1, 0, 0
0.48429098, 1, 1, 0
0.48429099, 1, 0, 0
0.48429846, 0, 0, 0
0.48429954, 1, 0, 0
0.48430612, 1, 1, 0
0.48430613, 1, 0, 0
0.48434448, 0, 0, 0
0.48434553, 1, 0, 0
0.48435366, 1, 1, 0
0.48435403, 1, 0, 0
0.48435472, 1, 1, 0
0.48435496, 1, 0, 0
0.48435633, 1, 1, 0
0.48435634, 1, 0, 0
0.48439051, 0, 0, 0
0.48439152, 1, 0, 0
0.48439767, 1, 1, 0
0.48439799, 1, 0, 0
0.48439823, 1, 1, 0
0.48439849, 1, 0, 0
0.48440224, 1, 1, 0
0.48440230, 1, 0, 0
0.48442838, 1, 1, 0
0.48442851, 1, 0, 0
0.48443653, 0, 0, 0
0.48443758, 1, 0, 0
0.48444319, 1, 1, 0
0.48444320, 1, 0, 0
0.48444369, 1, 1, 0
0.48444370, 1, 0, 0
0.48444569, 1, 1, 0
0.48444570, 1, 0, 0
0.48444572, 1, 1, 0
0.48444608, 1, 0, 0
0.48444744, 1, 1, 0
0.48444745, 1, 0, 0
0.48444794, 1, 1, 0
0.48444795, 1, 0, 0
0.48444838, 1, 1, 0
0.48444839, 1, 0, 0
0.48448256, 0, 0, 0
0.48448364, 1, 0, 0
0.48452858, 0, 0, 0
0.48452963, 1, 0, 0
0.48454251, 1, 1, 0
0.48454256, 1, 0, 0
0.48454351, 1, 1, 0
0.48454357, 1, 0, 0
0.48457461, 0, 0, 0
0.48457562, 1, 0, 0
0.48458134, 1, 1, 0
0.48458159, 1, 0, 0
0.48458234, 1, 1, 0
0.48458259, 1, 0, 0
0.48458491, 1, 1, 0
0.48458509, 1, 0, 0
0.48458546, 1, 1, 0
0.48458559, 1, 0, 0
0.48458584, 1, 1, 0
0.48458615, 1, 0, 0
0.48458633, 1, 1, 0
0.48458634, 1, 0, 0
0.48458853, 1, 1, 0
0.48458859, 1, 0, 0
0.48458953, 1, 1, 0
0.48458959, 1, 0, 0
0.48461236, 1, 1, 0
0.48461260, 1, 0, 0
0.48461285, 1, 1, 0
0.48461310, 1, 0, 0
0.48462063, 0, 0, 0
0.48462168, 1, 0, 0
0.48466666, 0, 0, 0
0.48466771, 1, 0, 0
0.48471268, 0, 0, 0
0.48471373, 1, 0, 0
0.48475870, 0, 0, 0
0.48475972, 1, 0, 0
0.48480473, 0, 0, 0
0.48480578, 1, 0, 0
0.48485075, 0, 0, 0
0.48485181, 1, 0, 0
0.48489678, 0, 0, 0
0.48489779, 1, 0, 0
0.48494280, 0, 0, 0
0.48494385, 1, 0, 0
0.48494847, 1, 1, 0
0.48494878, 1, 0, 0
0.48494947, 1, 1, 0
0.48494978, 1, 0, 0
0.48495009, 1, 1, 0
0.48495022, 1, 0, 0
0.48495047, 1, 1, 0
0.48495085, 1, 0, 0
0.48495096, 1, 1, 0
0.48495097, 1, 0, 0
0.48495197, 1, 1, 0
0.48495235, 1, 0, 0
0.48495246, 1, 1, 0
0.48495285, 1, 0, 0
0.48495303, 1, 1, 0
0.48495329, 1, 0, 0
0.48495346, 1, 1, 0
0.48495385, 1, 0, 0
0.48498055, 1, 1, 0
0.48498080, 1, 0, 0
0.48498105, 1, 1, 0
0.48498130, 1, 0, 0
0.48498883, 0, 0, 0
0.48498984, 1, 0, 0
0.48499486, 1, 1, 0
0.48499487, 1, 0, 0
0.48499511, 1, 1, 0
0.48499512, 1, 0, 0
0.48499586, 1, 1, 0
0.48499587, 1, 0, 0
0.48499705, 1, 1, 0
0.48499706, 1, 0, 0
0.48499730, 1, 1, 0
0.48499731, 1, 0, 0
0.48502650, 1, 1, 0
0.48502651, 1, 0, 0
0.48502700, 1, 1, 0
0.48502701, 1, 0, 0
0.48503485, 0, 0, 0
0.48503592, 1, 0, 0
0.48504151, 1, 1, 0
0.48504152, 1, 0, 0
0.48504326, 1, 1, 0
0.48504327, 1, 0, 0
0.48508088, 0, 0, 0
0.48508189, 1, 0, 0
0.48512690, 0, 0, 0
0.48512795, 1, 0, 0
0.48513257, 1, 1, 0
0.48513288, 1, 0, 0
0.48513356, 1, 1, 0
0.48513388, 1, 0, 0
0.48513557, 1, 1, 0
0.48513594, 1, 0, 0
0.48513657, 1, 1, 0
0.48513688, 1, 0, 0
0.48513713, 1, 1, 0
0.48513738, 1, 0, 0
0.48516477, 1, 1, 0
0.48516490, 1, 0, 0
0.48517293, 0, 0, 0
0.48517394, 1, 0, 0
0.48517909, 1, 1, 0
0.48517947, 1, 0, 0
0.48518346, 1, 1, 0
0.48518347, 1, 0, 0
0.48521060, 1, 1, 0
0.48521061, 1, 0, 0
0.48521110, 1, 1, 0
0.48521111, 1, 0, 0
0.48521895, 0, 0, 0
0.48522002, 1, 0, 0
0.48526497, 0, 0, 0
0.48526602, 1, 0, 0
0.48527890, 1, 1, 0
0.48527896, 1, 0, 0
0.48527990, 1, 1, 0
0.48527996, 1, 0, 0
0.48528090, 1, 1, 0
0.48528096, 1, 0, 0
0.48528190, 1, 1, 0
0.48528196, 1, 0, 0
0.48528290, 1, 1, 0
0.48528296, 1, 0, 0
0.48530315, 1, 1, 0
0.48530316, 1, 0, 0
0.48531100, 0, 0, 0
0.48531201, 1, 0, 0
0.48531829, 1, 1, 0
0.48531842, 1, 0, 0
0.48532067, 1, 1, 0
0.48532104, 1, 0, 0
0.48532123, 1, 1, 0
0.48532148, 1, 0, 0
0.48532493, 1, 1, 0
0.48532498, 1, 0, 0
0.48532592, 1, 1, 0
0.48532598, 1, 0, 0
0.48532692, 1, 1, 0
0.48532698, 1, 0, 0
0.48532792, 1, 1, 0
0.48532798, 1, 0, 0
0.48532893, 1, 1, 0
0.48532898, 1, 0, 0
0.48534875, 1, 1, 0
0.48534900, 1, 0, 0
0.48534924, 1, 1, 0
0.48534950, 1, 0, 0
0.48535702, 0, 0, 0
0.48535807, 1, 0, 0
0.48540305, 0, 0, 0
0.48540412, 1, 0, 0
0.48544907, 0, 0, 0
0.48545012, 1, 0, 0
0.48549510, 0, 0, 0
0.48549611, 1, 0, 0
0.48554112, 0, 0, 0
0.48554217, 1, 0, 0
0.48558715, 0, 0, 0
0.48558822, 1, 0, 0
0.48563317, 0, 0, 0
0.48563422, 1, 0, 0
0.48567920, 0, 0, 0
0.48568021, 1, 0, 0
0.48568593, 1, 1, 0
0.48568617, 1, 0, 0
0.48568636, 1, 1, 0
0.48568668, 1, 0, 0
0.48568692, 1, 1, 0
0.48568718, 1, 0, 0
0.48568787, 1, 1, 0
0.48568818, 1, 0, 0
0.48568836, 1, 1, 0
0.48568874, 1, 0, 0
0.48568886, 1, 1, 0
0.48568918, 1, 0, 0
0.48568999, 1, 1, 0
0.48569011, 1, 0, 0
0.48569049, 1, 1, 0
0.48569061, 1, 0, 0
0.48571695, 1, 1, 0
0.48571719, 1, 0, 0
0.48571744, 1, 1, 0
0.48571769, 1, 0, 0
0.48572522, 0, 0, 0
0.48572627, 1, 0, 0
0.48573237, 1, 1, 0
0.48573238, 1, 0, 0
0.48573287, 1, 1, 0
0.48573288, 1, 0, 0
0.48576327, 1, 1, 0
0.48576328, 1, 0, 0
0.48576377, 1, 1, 0
0.48576378, 1, 0, 0
0.48577125, 0, 0, 0
0.48577232, 1, 0, 0
0.48581727, 0, 0, 0
0.48581828, 1, 0, 0
0.48582643, 1, 1, 0
0.48582644, 1, 0, 0
0.48582843, 1, 1, 0
0.48582844, 1, 0, 0
0.48586329, 0, 0, 0
0.48586434, 1, 0, 0
0.48587046, 1, 1, 0
0.48587077, 1, 0, 0
0.48587102, 1, 1, 0
0.48587127, 1, 0, 0
0.48587196, 1, 1, 0
0.48587227, 1, 0, 0
0.48587246, 1, 1, 0
0.48587277, 1, 0, 0
0.48587296, 1, 1, 0
0.48587327, 1, 0, 0
0.48590116, 1, 1, 0
0.48590129, 1, 0, 0
0.48590932, 0, 0, 0
0.48591033, 1, 0, 0
0.48591647, 1, 1, 0
0.48591648, 1, 0, 0
0.48591897, 1, 1, 0
0.48591898, 1, 0, 0
0.48592047, 1, 1, 0
0.48592049, 1, 0, 0
0.48594737, 1, 1, 0
0.48594738, 1, 0, 0
0.48594787, 1, 1, 0
0.48594788, 1, 0, 0
0.48595534, 0, 0, 0
0.48595639, 1, 0, 0
0.48596250, 1, 1, 0
0.48596251, 1, 0, 0
0.48600137, 0, 0, 0
0.48600238, 1, 0, 0
0.48601529, 1, 1, 0
0.48601535, 1, 0, 0
0.48601629, 1, 1, 0
0.48601635, 1, 0, 0
0.48604739, 0, 0, 0
0.48604844, 1, 0, 0
0.48605413, 1, 1, 0
0.48605437, 1, 0, 0
0.48605512, 1, 1, 0
0.48605537, 1, 0, 0
0.48605656, 1, 1, 0
0.48605693, 1, 0, 0
0.48605705, 1, 1, 0
0.48605706, 1, 0, 0
0.48605819, 1, 1, 0
0.48605831, 1, 0, 0
0.48605869, 1, 1, 0
0.48605881, 1, 0, 0
0.48606132, 1, 1, 0
0.48606137, 1, 0, 0
0.48606232, 1, 1, 0
0.48606237, 1, 0, 0
0.48608514, 1, 1, 0
0.48608539, 1, 0, 0
0.48608564, 1, 1, 0
0.48608589, 1, 0, 0
0.48609341, 0, 0, 0
0.48609443, 1, 0, 0
0.48613944, 0, 0, 0
0.48614049, 1, 0, 0
0.48618546, 0, 0, 0
0.48618648, 1, 0, 0
0.48623149, 0, 0, 0
0.48623250, 1, 0, 0
0.48627751, 0, 0, 0
0.48627856, 1, 0, 0
0.48632354, 0, 0, 0
0.48632459, 1, 0, 0
0.48636956, 0, 0, 0
0.48637061, 1, 0, 0
0.48641559, 0, 0, 0
0.48641660, 1, 0, 0
0.48642232, 1, 1, 0
0.48642257, 1, 0, 0
0.48642275, 1, 1, 0
0.48642307, 1, 0, 0
0.48642331, 1, 1, 0
0.48642357, 1, 0, 0
0.48642426, 1, 1, 0
0.48642457, 1, 0, 0
0.48642475, 1, 1, 0
0.48642513, 1, 0, 0
0.48642525, 1, 1, 0
0.48642557, 1, 0, 0
0.48642639, 1, 1, 0
0.48642651, 1, 0, 0
0.48642688, 1, 1, 0
0.48642707, 1, 0, 0
0.48645334, 1, 1, 0
0.48645358, 1, 0, 0
0.48645383, 1, 1, 0
0.48645408, 1, 0, 0
0.48646161, 0, 0, 0
0.48646266, 1, 0, 0
0.48646877, 1, 1, 0
0.48646878, 1, 0, 0
0.48646927, 1, 1, 0
0.48646928, 1, 0, 0
0.48647077, 1, 1, 0
0.48647078, 1, 0, 0
0.48647233, 1, 1, 0
0.48647234, 1, 0, 0
0.48647258, 1, 1, 0
0.48647259, 1, 0, 0
0.48647283, 1, 1, 0
0.48647284, 1, 0, 0
0.48649978, 1, 1, 0
0.48649979, 1, 0, 0
0.48650763, 0, 0, 0
0.48650869, 1, 0, 0
0.48655366, 0, 0, 0
0.48655471, 1, 0, 0
0.48656082, 1, 1, 0
0.48656083, 1, 0, 0
0.48656132, 1, 1, 0
0.48656133, 1, 0, 0
0.48656282, 1, 1, 0
0.48656283, 1, 0, 0
0.48659969, 0, 0, 0
0.48660070, 1, 0, 0
0.48660685, 1, 1, 0
0.48660717, 1, 0, 0
0.48660741, 1, 1, 0
0.48660767, 1, 0, 0
0.48660836, 1, 1, 0
0.48660867, 1, 0, 0
0.48660885, 1, 1, 0
0.48660917, 1, 0, 0
0.48660935, 1, 1, 0
0.48660967, 1, 0, 0
0.48663756, 1, 1, 0
0.48663768, 1, 0, 0
0.48663786, 1, 1, 0
0.48663787, 1, 0, 0
0.48664571, 0, 0, 0
0.48664676, 1, 0, 0
0.48665274, 1, 1, 0
0.48665275, 1, 0, 0
0.48665374, 1, 1, 0
0.48665375, 1, 0, 0
0.48668388, 1, 1, 0
0.48668389, 1, 0, 0
0.48669173, 0, 0, 0
0.48669280, 1, 0, 0
0.48672991, 1, 1, 0
0.48672992, 1, 0, 0
0.48673776, 0, 0, 0
0.48673877, 1, 0, 0
0.48675168, 1, 1, 0
0.48675174, 1, 0, 0
0.48675269, 1, 1, 0
0.48675274, 1, 0, 0
0.48678378, 0, 0, 0
0.48678483, 1, 0, 0
0.48679052, 1, 1, 0
0.48679076, 1, 0, 0
0.48679152, 1, 1, 0
0.48679176, 1, 0, 0
0.48679296, 1, 1, 0
0.48679333, 1, 0, 0
0.48679458, 1, 1, 0
0.48679470, 1, 0, 0
0.48679501, 1, 1, 0
0.48679533, 1, 0, 0
0.48679771, 1, 1, 0
0.48679777, 1, 0, 0
0.48679871, 1, 1, 0
0.48679877, 1, 0, 0
0.48682154, 1, 1, 0
0.48682178, 1, 0, 0
0.48682203, 1, 1, 0
0.48682228, 1, 0, 0
0.48682981, 0, 0, 0
0.48683082, 1, 0, 0
0.48687583, 0, 0, 0
0.48687690, 1, 0, 0
0.48692186, 0, 0, 0
0.48692287, 1, 0, 0
0.48696788, 0, 0, 0
0.48696893, 1, 0, 0
0.48701391, 0, 0, 0
0.48701492, 1, 0, 0
0.48705993, 0, 0, 0
0.48706100, 1, 0, 0
0.48710596, 0, 0, 0
0.48710697, 1, 0, 0
0.48715198, 0, 0, 0
0.48715303, 1, 0, 0
0.48715771, 1, 1, 0
0.48715796, 1, 0, 0
0.48715814, 1, 1, 0
0.48715852, 1, 0, 0
0.48715864, 1, 1, 0
0.48715865, 1, 0, 0
0.48715914, 1, 1, 0
0.48715952, 1, 0, 0
0.48715964, 1, 1, 0
0.48715996, 1, 0, 0
0.48718973, 1, 1, 0
0.48718998, 1, 0, 0
0.48719022, 1, 1, 0
0.48719048, 1, 0, 0
0.48719800, 0, 0, 0
0.48719905, 1, 0, 0
0.48720416, 1, 1, 0
0.48720417, 1, 0, 0
0.48720504, 1, 1, 0
0.48720505, 1, 0, 0
0.48720516, 1, 1, 0
0.48720517, 1, 0, 0
0.48720604, 1, 1, 0
